Column1,French,Nufi
376, cette fille en nourrissant l'enfant a mangé une partie de la nourriture.,Ngòò lɑ́ cīī mōō nzɑ̄ yǐ nā 
377, manger gras.,"Nzɑ̄ cēn, nzɑ̄ cìncēn "
378, c'est jusqu'à quatre.,Yáá cò' kwɑ̀ 
379, Peut-être devrais-je partir ? Faut-il que je parte ou non?,Cò' ǹ gēnɑ̄ kɑ́lɑ̄ ā ā! 
380, serait-il peut-être mort?,Cò' ǎ kúɑ́ kāhā ? 
381, peut-être?,Cò' kāhā ? 
382, le sommet d'un toit,Cò' pè'è 
383, le sommet de la tête.,Cò' tū 
384," le décapsuleur, l'ouvre-bouteille, le tire-bouchon.",Cô'ndù' 
385, ce trou est très profond,Mbōk lě có tɑ̀' 
386," ce gobelet est vraiment profond, ce gobelet a une grande capacité.",Ntū' lě còhsì ncō 
387, arrache les champignons,Cō' pò' 
388, il m'a effrayé,Ǎ ghʉ̀ mbìè mā cō' 
389, ouvre la porte.,Cō' nzhìndʉ̄ɑ̄ 
390, enlève ton chapeau.,Cō' shʉ̀ɑ̀' zō 
391," ne vote pas ton frère, vote un travailleur laborieux.","Ǒ sì cō' sēn ò, cō' ngà'mfɑ̀' "
392, rémunérer qqn.,Ncō' mfɑ̌' wèn 
393, la douane,Cǒbnzhì 
394, prépare minutieusement mon sac,Còhsì nnʉ́ɑ́ɑ́ pʉ̀ɑ̀ ā lɑ́ 
395," travail avec soin, travail bien.",Còh mfɑ́' 
396, cet igname a manqué sa cuisson.,Lʉ̀ɑ̀' lɑ́ còh 
397, on n'enseigne pas avec acrimonie.,Pō sǐ' ndáh cōh nsíésí wèn wū bɑ̄ 
398, ce vin est aigre.,Ndù' lɑ́ cōh 
399, lime ce coupe-coupe jusqu'à ce que ce soit tranchant.,Shwīē nī lɑ́ tɑ̌ yāā cōh 
400, on a déjà initié le successeur,Pó yá’ cōh nzɑ̂ndʉ̄ɑ̄ 
401, on initie le roi au Lɑ́’kām.,Pó ncōh fə̀ mɑ̀ Lɑ́’kām 
402, ma mère m’a initié à manger des ignames,Mɑ̄vǒ cōh ā lʉ̀ɑ̀’ 
403," cette goyave a un goût aigre, acide.",Gwāvà bê lě cōhshwīī 
404, prépare minutieusement mon sac,Còhsì nníɑ́ɑ́ pʉ̀ɑ̀ ā lɑ́ 
405," travail avec soin, travail bien.",Còhsì mfɑ́' 
406, il m'a fait subir le supplice de Tantale avec sa viande.,Ǎ còhsì ā pí mbɑ̀ɑ̀ bì 
407, mon grand-frère est très sévère.,Ngà'mbhǐ á ncōhsī pʉ̀ tɑ̀' 
408, la poule picore le maïs.,Ngáp mɑ̀ncōhsī ngòfāt 
409," mon dos picote, je ressens des picotements dans mon dos.",Nkòò lǎ mɑ̀ncōhsī 
410, purge l'enfant à l'aide de la poire.,Lǎh còk lɑ́ mbóm mōō 
411, purge l'enfant,Cǒk mōō lɑ́ 
412, on est en train de purger l'enfant,Pó mɑ̀ncók mōō 
413, on l'a purgé et il a fait la diarrhée.,"Pó còk ī, à fhʉ̄ɑ̄ nzāt "
414, transvase le vin à l'aide de l'entonnoir,Lǎh cōk lɑ́ nkōh ndù' 
415," paye-moi, donne-moi mon salaire",Cō'mfɑ̀' mā 
416, anniversaire,Líé'cômsì 
417, anniversaire de naissance,Cômsǐlíé'zī 
418, anniversaire,Líé'cōmsì 
420," si demain tu deviens célèbre, souviens-toi de moi.","Ò zhìé nə̀ə̀wàànkhʉ̀ wāhà, ò cōmsī ā mbɑ̀ "
421," j'ai fait tous les efforts pour lui rendre visite, il ne m'a rien donné en récompense","Ngɑ̌ ghàtsǐ nā à ngén mbèé lì, ǎ lɑ̀ cō'khù ā "
422, apporte le dessert,Lǎh có'nshù nsɑ́' 
423," quand on finit de manger, on prend le dessert",Pó mbɑ̄ tɑ̀ mméh làh nzɑ̄ wúzɑ̄ ncō'nshù 
424, je prends des fruits pour dessert,Ngɑ̌ mɑ̀ndáh ntə́ə́thʉ̄ ngʉ́ có'nshù 
425, j'ai pris le gâteau comme dessert.,Ngɑ̌ lǎh khʉ̀khʉ́ɑ́tōm ngʉ́ nshù ā 
426, récompenser,Ncō' 
427, ce garçon a violé une fillette.,Sāā lɑ́ còō tɑ̀' mêngòò 
428, c'est jusqu'à quatre.,Yáá cò'ò kwɑ̀ 
429, Peut-être devrais-je partir ? Faut-il que je parte ou non?,Cò'ò ǹ gēnɑ̄ kɑ́lɑ̄ ā ā! 
430, Serait-il peut-être mort?,Cò' ò ǎ kúɑ́ kāhā ? 
431, il n'y a aucune différence,Sə̌ cōp sī nā bɑ̄ 
432, le troc.,Cópwū 
433, Quelle est la différence entre l'homme et la femme?,Cópntíé nɑ́ mbā' pí mʉ̀nzhwíé mɑ́ kɑ́ ? 
434, Quelle est la différence entre le coq et la poule?,Cópntíé nɑ́ khʉ̀ɑ̀' pí ngáp mɑ́ kɑ́ ? 
435, il y a une nuance subtile,Tɑ̀' mēnìá' cópntíé nā 
436, il n'y a aucune différence,Sə̌ cópntīē sī nā bɑ̄ 
437, cotisons l'argent pour acheter une moto.,Pɑ̀h cópsí nkɑ̄ɑ̄ ndáh njwēn kwā' 
438, épargne de l'argent pour acheter la moto.,Còpsǐ nkɑ̄ɑ̄ ndáh njwēn kwā' 
439, Qui te représentera?,Wɑ̄ bɑ́ ìncōptū ō ? 
440,,Moralité
442," il, elle a arraché les herbes.",Ǎ có'sí mvēnɑ̀ 
443, viol.,Hom. còò 
444, le lion a rugi cette nuit.,Nə̀ə̀sìmɑ̌' cù' thʉ́' è 
445, le chien m'a effrayé par ses aboiements.,Mvʉ́ɑ́ cù' ā tɑ̀ ngɑ̀ pōh 
446, cette patate n'est pas bonne à manger.,Njò' lɑ́ cù' 
447, rince ce verre avant d'y mettre de l'eau.,Cǔ' ntū' lɑ́ tɑ̄ nnɑ̄h nshǐ tè' 
448, l'enfant s'est brossé les dents.,Móó cǔ' nsè' mī 
449," ce vin est tourné, ce vin est aigre.",Ndù' báá cù' 
450, patate pas bonne à manger.,Cǔ' njò' 
451, cela s'est amoncelé.,Yáá cū' sīē 
452, le flambeau,Shú'nkɑ̀' 
453, lampe torche.,Ntʉ̀'nkɑ̀' 
454," s'il te plait mon frère, je t'en prie","Cʉ̄cō'ò mēmmɑ̄ ò, ngɑ̌ lɑ̀ɑ̀sì ō "
455, s'il te plait aide-moi,Cʉ̄cō'ò kōsī ā lɑ́ 
456, s'il te plait (avec grand supplication),Cʉ̄cō'ò bɑ̂ 
457," s'il te plait maman, je t'en supplie",Cʉ̄cō'ò mɑ̄vǒ ngɑ̌ lɑ̀ɑ̀sì ō 
458," s'il te plait, épouse-moi","Ex, cʉ̄cō'ò lə̄ə̄ mā "
459," s'il te plait, ne dis pas à mon père.","Cʉ̄cō'ò, ǒ sì lēn mbí mbɑ̄' ō "
460, prend ma photo.,Lǎh cʉ̀càk à lɑ́ 
461, une grappe de prune (safou),Tɑ̀' cwá' shʉ̄ɑ̄ 
462, grappe d'arachide,Cwá' mbìyā' 
463, grappe de plantain.,Nshʉ̄ɑ̀ kòlə̀' 
464, la pluie a cessé.,Mbǎk cwàà 
465, le chien a pris un raccourci pour attraper le rat.,Mvʉ́ɑ́ cwààsǐ mbɑ̀ɑ̄ndə̀b 
466," ligne, trait interrompu",Cwààsí nkà' 
467, l'essuie-main,Cwâhmbō 
468, l'essuie-verres,Cwâhntū' 
469," le chiffon de table, le chiffon de tableau, l'essuie-tableau, l'essuie-table",Cwâhnkò' 
470, l'essuie pied,Ncwâhnkhù 
471, la serpillère,Cwâhsīēndʉ̄ɑ̄ 
472, mentir.,Ncwáánù 
473," boiter, clopiner.",Ndāt cwǎt 
474, Quelles sont les nouvelles ? Comment vas-tu?,Cwè' mɑ́ kɑ́ ? 
475," ils conversent, ils devisent.",Pó kònsōk cwè' 
476, je ne connais pas l'histoire de mes ancêtres,Ǹ kɑ̀' zhī zǎ cwè' pɑ̀mfhʉ́sīē zǎ 
477," cette femme est une poète, une aède, une conteuse.",Mʉ̀nzhwīē lɑ́ mɑ́ tɑ̀' nsôkcwè' 
478, Qui a prélevé une petite quantité sur ma nourriture?,Wɑ̄ bɑ̄ ncwě' wúzɑ̄ ā ? 
479, griffer,Ncwé'nkàp 
480, le vol provient de la paresse,Cwé' mfhʉ̄ mɑ̀ nɑ́ lē' 
481," silencieusement, d'une manière silencieuse","Sìcwēh, sìcwēhkə̄ə̄ "
482, cet enfant est bien éduqué,Pó còh ncwēh mōō lɑ́ 
483, coq qui vient de commencer à chanter,Cwéh khʉ̀ɑ̀’ 
484, un coq qui vient de commencer à chanter est bon pour faire des sacrifices,Cwéh khʉ̀ɑ́’ pě’ làh ntēh ndòò 
485, apporte ton curriculum vitae (CV),Lǎh cwě'mfɑ̀' mǒ nsɑ́' 
486, il a un CV lourd.,Cwě'mfɑ̀' mǐ zàtsì 
487, il avait écrit sa biographie avant de mourir,À lɑ̀ŋwɑ̌' cwě'vɑ̀h zǐ tɑ̄ nkūɑ̄ 
488, la pluie a cessé.,Mbǎk cwɛ̀ɛ̀ 
489, ajoute l'autre sur ma part,Cwǐ' mó' nɑ́ yǎ 
490," dramatiser, aggraver.",Ncwí' nù 
491, il est arrivé au champ à 5h,Ǎ dhǐ kǒ nɑ́ nàm tî 
492, le roi a tellement donné à manger aux gens aujourd'hui.,Fə̌ dhǐ ngwè' zě'è tɑ̀' 
493, ce légume est amer.,Njɑ̀ɑ̀ lě dhì 
494, reste là où tu es,Dhǐ sáá 
495," demeure là-haut, reste là-haut.",Dhǐ kè'é sáá 
496, vas-y immédiatement,Dhì ngén ntìé'è 
497," on lui a servi à manger, il a immédiatement mangé","Pó hɑ̄ wúzɑ́ mbú ì, à dhī nzɑ̄ "
498," si on te donne un travail, fait-le aussitôt","Pō hɑ̌ mfɑ̌' mbú ò, ò dhī ngʉ́ "
502, être tellement amer.,Ndhíshʉ̄ɑ̄' 
503,,Remarque
504, kola très amer.,Dhìshʉ́ɑ́' pìh 
505, ce remède est amer.,Hù lɑ́ dhǐshʉ̄ɑ̄' 
506, va à l'eau,Dhù ngén nshì 
507, Vas-y!,Dhù lɑ́! 
508, allons-y!,Dhǔ pɑ̀h shʉ́ɑ́ 
509, il a percé un trou.,Ǎ dǐ' mbōk 
510, en venant tu me garde,Lī' sɑ̀' mbāl ā 
511," Monthé, emporte le coupe-coupe en allant au champ.","Mòōntʉ̀ɑ̀', lī' ghěn kò ndáh nī "
512," auparavant, on utilisait la résine comme colle","Yāā lɑ̌'bɑ̄ mbhì, pō mɑ̄ ndáh lìì ngʉ́ dìà "
513, la barbe du maïs.,Dìbà' ngòfāt 
514, l'enfant a dormi,Móó dīē 
515, Comment as-tu dormi?,Ǒ díé mɑ̀ lāhā ? 
516," Bonjour, as-tu bien dormi?",Ǒ díé yō ò ? 
517, viens on va au champ (demain).,Dīē nsɑ́' pɑ̀h ghén kò 
518, l'enfant a été malade (la nuit dernière).,Móó dīē ngóó 
519, passé lointain.,Díé'mō' njàm 
520, futur lointain.,Díé'mō' mbhì 
521, remplis ce trou,Dīh mbōk lɑ́ 
522, chose menue,Díí wū 
523," il, elle a récompensé son enfant parce qu'il a fait un bon travail.",Ǎ dìī mēn ì mbī'tū mɑ́ á fɑ̌' mbə̀pə̄' 
524, la barbe du maïs.,Dìpà' ngòfāt 
525," donner la liberté à un individu, donner l'indépendance à un pays, décoloniser un pays.",Nhɑ̄ dìpʉ̀ɑ̀ 
526, pays souverain,Dìpʉ̀ɑ̀ lɑ̄' 
527, le village Bana était un village fort et indépendant,"Lɑ́' Nèè lɑ̌' lɑ́' ngʉ̀', lɑ́' dìpʉ̀ɑ̀ "
528, le Cameroun fut indépendant en 1960,Kàmèrûn lɑ̀kó dìpʉ̀ɑ́ nɑ́ ngù' 1960 
529," pays dépendant d'un autre, pays vaincu",Anto. lòtìì 
530," immense cours d'eau, l'océan.",Dìpʉ̀ɑ̀nshì 
531, va à l'eau,Dù ngén nshì 
532, Vas-y!,Dù lɑ́! 
533, allons-y!,Dǔ pɑ̀h shʉ́ɑ́ 
534, ça s'est fondu,Yáá dū 
535, la glace a fondu,Nǐbǎk dú 
536," cette huile est coagulée, mets-la au feu afin que ça fonde","Mvāt lɑ́ nēn, tʉ̄ɑ̄ yáá tìì ɑ́ yāā dū "
537, allume la lumière,Dʉ̌' mōh lɑ́ 
538, ouvre le parapluie,Dʉ̌' pàksì lɑ́ 
539, je sais tendre le piège,Ngɑ̌ zhí mbʉ́ɑ́ dʉ̌' (lʉ̌') zhʉ̀ɑ̀' 
540, un type de dent en saillie.,Lʉ̌' nsè' 
541," je te l'ai dit, tu ne m'as pas cru, tu as douté","Ngɑ̌ fhʉ́nsōk ō, ò dʉ̂' "
542, l'incrédulité est un défaut.,Dʉ̌' nǔ pə́h tɑ̀' 
543, mon client a résilié le contrat de vente,Sêntēē nǎ dʉ̌' wúntēē nà 
544, il regarde comme si on avait rompu ses fiançailles.,Ǎ kòndə́h pɑ́' pó lʉ̌' nzhwīē ī lɑ́ 
545, l'enfant a vomi,Móó dʉ̄' 
546, monter,Kō' 
547, descendre,Fī' 
548," monter, descendre, aller horizontalement, en demeurant sur le même plan","Nkō', mfī', ndʉ́ɑ́ "
549, le manche du couteau s'est dilaté.,Ngwāt pìé dʉ́ɑ́ 
550, cette année,Ngǔ' è 
551, il a plu cette nuit,Mbǎk ló sú' è 
552, ce pays,Lɑ́' è 
553," les habitants de ce village, de ce pays.",Pɑ̌lɑ̄' è 
554, ton père,Mbɑ̄' ē 
555, ta mère,Mɑ̄ ē 
556, ta défunte mère,Mfhʉ̄ mɑ̄ ē 
557," la saison des pluies, saison pluvieuse",Ntìè' ē mbàk 
558," l'hiver, la saison des pluies",Ntìè' ē sēē 
559," la saison sèche, l'été",Ntìè' ē lòm
560, la période de la disette,Ntìè' ē shʉ̄ 
561, un européen.,Póá ə̀rōpà 
562, les pécheurs ont crucifié Jésus sur la croix.,Pʉ̀sìpè' lɑ̀shwǐ Yésǒ nɑ́ fà' 
563, tu es plein de pensées hostiles.,Mfǎ' vǎm ò tɑ̀' 
564, la chèvre s'est empêtrée avec sa corde,Mví fǎ' nkhʉ̀ 
565," route croisée, carrefour","Fá'nzhì, fǎ'nzhì "
566, le tamtam que l'on frappe avec deux baguettes,Ndʉ̄' 
567, gros tamtam à trois pieds,Nkàh 
568," tambour, tamtam en général.",Tōō 
569, tu es enfin venu à la réunion.,Ǒ fá' nsɑ́' cà'sì mbāt lè 
570, Tu as osé le faire pour voir ce que je ferais?,Ǒ fá' ngʉ́ tɑ̌ wū mbāt ghʉ́ ʉ́ ? 
571," conjuguer les efforts, faire quelque chose à l'unisson",Nsó mfā' 
572, conjuguez les efforts.,Pèn só mfā' 
573, j'ai travaillé.,Ngɑ̌ fɑ̀' 
575," c'est comme ça, c'est correct, c'est juste",Fà'á bɑ́ 
576," ce n'est pas comme ça, c'est faux",Sī fà'á bɑ́ bɑ̄ 
577, C'est comme ça?,Fà'á bɑ́ ɑ́ ? 
578, pourquoi as-tu réagis ainsi,Ǒ ghʉ̀ fà'á nǔkɑ́ 
579, peut-être tu as uriné au lit,Mó' fà'á mɑ̀ ǒ sìī kwéndʉ̄ɑ̄ 
580," de même, toujours, ainsi, également",Sì' fà'á 
581, continue ainsi,Mɑ̄ ngʉ́ si' fà'á 
582," malgré, d'ailleurs",Mbɑ̀ fà'á 
583, d'ailleurs je m'en fous.,"Mbɑ̀ fà'á, ǹ kɑ̀' cə̄ə̄ "
586, enfonce les braises sous la cendre afin d'y conserver le feu.,Fǎb (fǒm) mōh lɑ́ 
587, il s'est assez débrouillé,Ǎ fābɑ̄ yǐ 
588, c'est moisi,"Yáá fàb, yáá fàm, yáá fòb "
589," village abandonné, en état de moisissure.",Fǎb mbèè 
590, mains sales,Fǎb mbō 
591," un malpropre, un crasseux, qui n'aime pas se laver",Fǎb mfʉ̀' 
592, village abandonné et donc sale.,Fǎb mbèè 
593, un extrême égoïste,Fǎb ngʉ̄ɑ̄' 
594, personne très égoïste,Fǎb yàt 
595, vieille fille.,Fǎb ngòò 
596," il, elle s'est étouffé(e) dans l'eau",Ǎ fáb nshì 
597, il s'est démené jusqu'à arriver,Ǎ fàbɑ̀ tɑ̀ nsɑ́' 
598, souffler le feu pour l'éteindre,Mfōh mōh 
599, tu voles comme si on t'avait jeté le sort du vol,Ǒ nzhʉ́ɑ́ pɑ́' pó fɑ̀h ó lə̀ə̀ lɑ́ 
600, mon deuil,"Fɑ̄h ā, fɑ̄h zǎ "
601, le deuil de mon père,Fɑ́h mbɑ̄' ō 
602, l'habit du deuil,Ndhī fɑ̌h 
603, mon ami a un deuil,Fɑ́h (wúɑ́) tōm nɑ́ sēn à 
604, être en deuil.,Nsī sīē fɑ̌h 
605, l'enfant de son mari l'a pris en veuvage.,Mên ndū í làh ī fɑ̄h 
606, une veuve,Fɑ̄h mʉ̀nzhwīē 
607, un veuf,Fɑ̄h mbā' 
608, la veuve de mon père.,Fɑ̄h mbɑ̄' ō 
609, ma coépouse.,"Fɑ̄h ā, fə̄h ā "
610, il est sorti brusquement.,Ǎ tóm fɑ̌h 
611, les cheveux de mon père ont déjà blanchi.,Nǒktú mbɑ̄' ó yá' fɑ̄h 
612, ma coépouse,Fɑ́h à 
613, Comment va ta coépouse?,Fɑ́h ó mɑ̀ lāhā ? 
614, sa coépouse cherche trop des ennuis,Fɑ́h í ncāknù tɑ̀' 
615, ma coépouse est tellement gentille.,Fɑ́h á ghʉ̌ mbè' nthʉ̄ tɑ̀ mbʉ́ɑ́ lɑ̀ bɑ̄ 
618, la veuve de mon père.,Fɑ́h mbɑ̄' ō 
620, souffler la poussière,Mfɑ̄h vōbɑ̄ 
621, rejeter quelqu'un par anathème.,Mfɑ̄h vʉ́ nkòó wèn 
622, dictionnaire,Ŋwɑ̀'nǐfáhghə̀ə̀ 
623, traduction écrite.,Fáhtìè 
624, il est allé de ce côté-là (du côté horizontal à la vague),Ǎ dʉ̀ɑ̀ mɑ̀ fáhkò lì 
625," il est chez lui (de l'autre côté, situé sur la même horizontale).",Ǎ fáhkò 
626, traduction orale.,Fáhghə̀ə̀ 
627, demain matin,Wāhà fɑ́hnzɑ̄ 
628, madame Woktha et madame Kouemo sont des coépouses,Mɑ̄vǒ Wóktèn pí mɑ̄vǒ Nkwèèmóó mɑ́ pɑ̀fɑ́hnkhʉ̄ɑ̄ 
629, demain matin,Wāhà fɑ̌hnzɑ̄ 
631, tourne cette sauce.,Fāhsī nɑ̄' lɑ́ 
632, cet enfant a contredit son aîné à plusieurs reprises au point où il a pleuré.,Mōō lɑ́ fāhsī ngà'mbhǐ ì tɑ̀ à ghê' 
633, je suis en train de conduire la voiture.,Ngɑ̌ mɑ̀mfák ndʉ̄' 
634, se justifier au,Mmɑ́' fàk 
635, cicatrice,Mvènfāk 
636, c'est moi qui subit les pertes,Mʉ̀ bɑ́ mɑ̀njū' fák yāā 
637, enfonce les braises sous la cendre afin d'y conserver le feu.,Fǎm (fǒb) mōh lɑ́ 
638, il s'est assez débrouillé,"Ǎ fám(ɑ́) yī, ǎ fābɑ̄ yǐ "
639, c'est moisi,"Yáá fàb, fàm, fòb "
640," village abandonné, en état de moisissure","Fǎm mbèè, fǎmlɑ̄' "
641, mains sales,Fǎm mbō 
642," un malpropre, un crasseux, qui n'aime pas se laver",Fǎm mfʉ̀' 
643, village abandonné et donc sale.,Fǎm mbèè 
644, un extrême égoïste,Fǎmngʉ̄ɑ̄' 
645, personne très égoïste,Fǎm yàt 
646, vieille fille.,Fǎm ngòò 
647, ce lieu tabou quand il est situé à l'entrée de la chefferie,Fǎm kè'è 
648, ce même lieu s'il est situé dans la chefferie.,Fǎm ndàk 
649, tuberculose.,Mɑ̄ŋū fǎm 
650," il, elle s'est étouffé(e) dans l'eau, il, elle s'est noyé(e)",Ǎ fám nshì 
651, le Corona Virus.,Mɑ̄ŋū fámyèh 
652, il s'est démener jusqu'à arriver,Ǎ fàmɑ̀ tɑ̀ nsɑ́' 
653, un malpropre n'aime pas se laver,Fǎmfhʉ̀' sǐ' nkwé' làh nsóh nā bɑ̄ 
654, le malpropre fuit l'eau comme le chat,Fǎmfhʉ̌' nkhʉ́ɑ́ nshì pɑ́' ngòòndōm lɑ́ 
655," personne extrêmement sale, malpropre",Fǎmfhʉ̀' ndâ' ncābɑ̄ 
656, attise le feu (en enfonçant des tisons sous d'autres braises),Fàmsī mōh 
657, la mère poule est en train de remuer la poussière.,Mʉ̄ɑ̄ngáp kòmfámsí vōbɑ̄ 
658, traiter une affaire à huis-clos.,"Mfámsí ghə̀ə̀, mfámsí nù "
659, il a fait de son possible.,Ǎ fàmsì yì mvàk 
660, la fumée asphyxie,Ndhímóh mfāmsī wèn 
661, il s'est étouffé de fumée.,Ǎ fámsí ndhímōh 
662," parcimonieux, égoïste, chiche",Ngʉ̄ɑ̄' 
664, le président de la république s'est empêtré dans le discours.,Nsɑ̂'ngwě' fá'sí ghə̀ə̀ 
665, Marche vite!,Fɑ̄'sī nnák! 
666, va-t'en,Fɑ̄'sī ngén mɑ̀ hìì lì 
667," il a parlé avec désinvolture, avec effronterie.",Ǎ fɑ́'sí ghə̀ə̀ 
668, l'eau s'est versée et a laissé le récipient,Nshǐ fàt nnʉ́ɑ́ tʉ̄ɑ̄ 
669, il a fini de manger la nourriture et a mangé la viande,Ǎ měh nàh nzɑ̄ wúzɑ̄ mfāt mbɑ̀ɑ̀ 
670, fruit entamé par les oiseaux,Fāt-sāk 
671, une herbe appréciée par la panthère.,Fātnzhwìè 
672, mon frère,Fāt là 
673, mes frères,Mfāt mbā 
674, mes frères.,Mfátmfāt 
675, le rhumatisme menace ma mère,Fáhshwíí mɑ̀ngátsí mɑ̄vǒ ndāmɑ̀ 
676, le rhumatisme menace ma mère,Fátvɑ́h mɑ̀ngátsí mɑ̄vǒ ndāmɑ̀ 
677, les termites ont rongé entièrement le lit,Sʉ́ɑ́' fātsī kwéndʉ̄ɑ̄ wǎ' 
678, la gale a entièrement rongé ma figure,Ntà'sǐ fátsí sī ā wǎ' 
679, personne à qui on s'attache beaucoup,Fê wèn 
680, une fille aux bonnes qualités,Fê ngòò 
681, une fille aux qualités attachantes n'est point faite pour son mari.,Fê ngòò sǐ mɑ̄nnāk ndū pɑ̄ 
682," salut Sa Majesté, salut mon roi, salut Excellence.","Yǎà Mɔ̄ɔ̀', yàâ Mɑ̄nʉ̄', yǎà Nə̀ə̀sìmɑ̀', yǎà Ntē, yǎà mbə̄lòknshì yǎà mɑ̄nʉ̄', yǎà Wūsìpə̀', ò zhɔ́ɔ "
684, fait comme ça,Ghʉ̀ fé'è 
685, ainsi ainsi,Fè'é fé'è 
686, fait comme ça,Ghʉ̀ fě'è 
687, ainsi ainsi,Fè'é fě'è 
688, biner les arachides,Mféh mbìyā' 
689," deuxième labour qui consiste à recouvrir de terre menue les bandes, afin de les tenir prêtes à recevoir les semailles","Fèhnʉ̀ɑ̀, fìhnʉ̀ɑ̀ "
690, tu aimes trop mentir,Wò lɑ́ mfə́h nù tɑ̀' 
691," mouche l'enfant, essuie les morves de l'enfant.",Fə̌h nzí mōō 
692, les cheveux de mon père ont déjà blanchi.,Nǒktú mbɑ̄' ó yá' fə̄h 
693, la lune brille.,Mɑ̄ŋú kòmfə̄h 
694, ma coépouse,"Fə̄h ā, fɑ̄h ā "
695, mon deuil,"Fə̄h ā, fə̄h zǎ "
696, le deuil de mon père,Fə́h mbɑ̄' ō 
697, l'habit du deuil,Ndhī fə̌h 
698, mon ami a un deuil,Fə́h (wúɑ́) tōm nɑ́ sēn à 
699, être en deuil.,Nsī sīē fə̌h 
700, l'enfant de son mari l'a pris en veuvage.,Mên ndū í làh ī fə̄h 
701, une veuve,Fə̄h mʉ̀nzhwīē 
702, un veuf,Fə̄h mbā' 
703, la veuve de mon père.,Fə́h mbɑ̄' ō 
705, madame Woktha et madame Kouemo sont des coépouses,Mɑ̄vǒ Wóktèn pí mɑ̄vǒ Nkwèèmóó mɑ́ pɑ̀fə́hnkhʉ̄ɑ̄ 
706, souffler sur la blessure pour la rendre moins douloureuse.,Mfōhsī fāk 
707, l'habit blanc.,Ndhī fə̄htāp 
708," s'il te plait mon Dieu, nettoie mes impuretés","Cīcō'ò Mbōò mà, sǒh yà fènsì nhɑ̄ ā lɑ́ "
709," tu es très fort, comme le bradype",Ǒ ntén pɑ́' fēn lɑ́ 
710," se dit lorsque la mort menace quelqu'un, mais la personne ne meure pas",Mfāt fēn
711, la mort le menace,Ǎ fát fēn
712," si quelqu'un meurt et revient, on dira qu'il a mangé le fēn.",Wèn kúɑ́ mbát mfhʉ̄sī mɑ̀ pó ndēn mɑ́ á fāt fēn
713," faire une trouvaille, être veinard, chanceux",Nhóó fēn 
714," il a fait une trouvaille, il est chanceux",Ǎ hòō fēn 
715, ce n'est pas parce qu'on a des gros yeux qu'on fait des trouvailles,Fēn sǐ' mbɑ̄ nkò' nɑ̄h bɑ̄ 
716, la fortune est aveugle.,Ce qui correspond à l'expression française 
717, le légume a pris du volume.,Njɑ̀ɑ́ fén càk 
718, cette affaire est bénéfique,Nù lɑ́ còhsì mfēn 
719, mon commerce n'a pas bien marché aujourd'hui.,Ntēē nà kɑ̀' fēn zě'è lè 
720, la malpropreté entraine la maladie,Fén ndáh ghòò nsɑ́' 
721, sale femme,Fén mʉ̀nzhwīē 
722," extrêmement sale, mal torché, sale comme un ver de terre",Féntèn 
723, sale.,Mfěnmfèh 
724, le bradype,Fēn 
725," il a de la patience, comme le bradype.",Ǎ ghʉ̌ fénthʉ̄ 
726, tourne la sauce.,Fɛ̄hsī nɑ̄' lɑ́ 
727, j'ai vomi (il y a de cela quelque heures).,Ngɑ̌ fhʉ́ndʉ̄' 
728, la plume de la poule,Fhʉ̌ ngāp 
729, la plume d'oiseau,Fhʉ̌ sāk 
730, ne remue pas le chaume.,Pɑ́' mfhʉ́ pēnɑ̄ 
731, on a perquisitionné son domicile,Pó fhʉ̌ ndʉ̄ɑ̄ ì 
732,le cadenas,Fhʉ̀ndʉ̄ɑ̄ 
733, la clé,Cô'fhʉ̀ 
734, le poisson.,Mbɑ̀ɑ̄ fhʉ̄ 
735, cadavre,Ce mot serait une déformation de fhʉ̄ 
736, taro qui a déjà beaucoup mis long à la maison et qui n'est plus bon à manger,Fhʉ̌ pēē 
737, c'est lorsque quelqu'un est sûr de son ventre qu'il mange le taro ranci,Wěn njū' vàm zǐ tɑ̄ nzɑ̄ fhʉ̌ pēē 
738," avarié, fade.",Pāh 
739, rentre vite!,Fhʉ̄ lɑ́ mɑ̀wǎ 
740, D'où viens-tu ici?,Ǒ mfhʉ̄ hɑ́ hèè ? 
741, il est allé et est revenu.,Ǎ ghèn tɑ̀ mfhʉ̄ 
742," litt., son âme est rentré, son âme est expiré",Ǎ fhʉ́ 
743, cadavre humain,Fhʉ́wèn 
744, gibier,Fhʉ́nə̀ə̀ 
745, arbre mort,Fhʉ́ thʉ̄ 
746, stipe de bananier mort,Fhʉ́ kwèlè' 
747, oiseau mort,Fhʉ́ sāk 
748, mon cadavre,Fhʉ̄ ā 
749, palmier raphia mort.,Fhʉ́ nkhʉ̄ɑ̄ 
750," votre défunt père, votre feu père disait ceci...",Fhʉ̄ mbɑ̂' yèè lɑ̌'lēn mɑ̂ 
751, sa maladie provient de la débauche sexuelle.,Ghòò zǐ mfhʉ̄ nɑ́ káákhʉ̀ 
752," (sens figuré) homme sans valeur, vaurien",Fhʉ́ wèn 
753," chose banale, futilité",Fhʉ́ wū 
754," homme sans valeur, sale et grossier",Fhʉ́ tèn 
755, nourriture sans valeur.,Fhʉ́ wúzɑ̄ 
756," depuis ce jour, dorénavant",Fhʉ̄ zě'è 
